Rank	Coin Name	Symbol	 Price 	1h	24h	7d	30d	 24h Volume 	Circulating Supply	Total Supply	 Market Cap 
1379	Parrot USD	PAI	1	0.001	-0.029	0	0.001	$29.98	4195881	17.2 Million	$4,191,640.00
1464	Stobox	STBU	0.04	0.001	0.36	1.762	1.695	$260,649.00	89868704	99.9 Million	$3,516,412.00
1552	Metavault Trade	MVX	1.18	0.001	-0.035	-0.303	0.114	$265,293.00	2470291	4 Million	$2,923,802.00
1700	Thorstarter	XRUNE	0.02	0.001	0.059	-0.03	1.023	$92,484.00	114150522	535 Million	$2,288,820.00
1705	FireStarter	FLAME	0.03	0.001	-0.055	-0.028	0.41	$200,826.00	68356239	99.8 Million	$2,263,575.00
1746	Launchpool	LPOOL	0.21	0.001	-0.007	0.245	0.31	$195,771.00	9711446	10 Million	$2,061,532.00
1747	Balanced Dollars	BNUSD	0.77	0.001	-0.024	-0.069	-0.029	$68,887.00	2679746	19.9 Million	$2,059,851.00
1754	Planet Finance	AQUA	22.12	0.001	-0.124	0.066	0.298	$52,427.00	91056	96.5 Thousand	$2,013,978.00
1809	Decentr	DEC	0.02	0.001	0.015	0.107	0.967	$104,272.00	108767633	200 Million	$1,763,700.00
1849	poundtoken	GBPT	1.19	0.001	-0.035	-0.045	-0.033	$55,962.00	1383908	1.38 Million	$1,650,556.00
1876	UniLayer	LAYER	0.06	0.001	-0.091	-0.13	0.247	$274,602.00	26073741	40 Million	$1,574,613.00
1895	Niftyx Protocol	SHROOM	0.03	0.001	0.035	0.195	0.606	$23,284.00	51386058	65.6 Million	$1,496,403.00
2030	Sperax USD	USDS	1	0.001	-0.008	-0.004	0.001	$49,455.00	1136228	1.14 Million	$1,134,736.00
2039	IOI	IOI	0.03	0.001	-0.155	0.146	2.911	$238,697.00	36510000	37.5 Million	$1,113,894.00
2085	Curate	XCUR	0.02	0.001	0.119	0.018	0.443	$200,389.00	50000000	60 Million	$1,018,059.00
2094	DLP Duck	DUCK	0.02	0.001	-0.006	-0.058	0.14	$55,434.00	45274336	74.8 Million	$1,002,606.00
2103	Nchart Token	CHART	0.1	0.001	-0.012	-0.106	0.483	$20,220.00	10000000	10 Million	$985,996.00
2163	SocialGood	SG	0.05	0.001	0.039	-0.035	-0.149	$266,051.00	18393414	20.4 Million	$868,080.00
2218	HanChain	HAN	0.05	0.001	0.007	-0.317	-0.214	$143,181.00	14866633	1.5 Billion	$800,624.00
2220	TXA	TXA	0.12	0.001	0.03	-0.062	0.24	$73,238.00	6710392	49.6 Million	$799,206.00
2229	Must	MUST	7.55	0.001	0.002	-0.051	0.161	$2,212.00	104373	1 Million	$786,918.00
2328	Arcona	ARCONA	0.04	0.001	0.036	0.029	0.218	$42,760.00	15181707	15.2 Million	$653,948.00
2337	Professional Fighters League Fan Token	PFL	0.62	0.001	-0.025	0.173	-0.01	$12,196.00	1036181	5 Million	$645,233.00
2340	ExchangeCoin	EXCC	0.02	0.001	-0.037	-0.214	-0.501	$217,201.00	29460789	32 Million	$642,656.00
2355	Funex	FUNEX	0.07	0.001	-0.003	-0.032	0.002	$18,985.00	9158696	150 Million	$615,598.00
2495	SolarX	SOLX	0.06	0.001	-0.01	-0.072	-0.362	$867,279.00	8414054	406 Million	$465,693.00
2550	Moeda Loyalty Points	MDA	0.02	0.001	0.051	-0.015	-0.187	$26,990.00	19628888	19.6 Million	$410,175.00
2699	DogeCash	DOGEC	0.02	0.001	0.023	0.671	0.266	$88.23	18833689	21 Million	$289,238.00
2767	Revenant	GAMEFI	0.23	0.001	-0.027	-0.008	0.152	$2,762.00	1120939	3 Million	$252,493.00
2788	RUBY	RUBY	0.02	0.001	0.006	0.114	0.165	$303.00	12947466	200 Million	$238,579.00
2820	Benzene	BZN	0.22	0.001	0.031	0.153	1.165	$219.00	1009597	99.5 Million	$220,609.00
2979	Aerarium Fi	AERA	1.51	0.001	-0.011	-0.104	0.077	$620.00	105349	1 Million	$158,285.00
2980	STAKE	STAKE	0.09	0.001	-0.003	-0.089	-0.524	$36.21	1848182	8.75 Million	$157,163.00
2983	Governor DAO	GDAO	0.05	0.001	0.011	-0.067	-0.046	$36,441.00	2962391	3 Million	$155,807.00
2989	Scream	SCREAM	0.35	0.001	-0.051	-0.157	0.276	$995.00	435341	2 Million	$151,371.00
3048	Inuko Finance	INUKO	0.02	0.001	0.005	0.01	-0.002	$61.67	7610313	10 Million	$129,656.00
3172	Base Velocimeter	BVM	0.05	0.001	0.009	-0.193	-0.348	$288.00	1915322	8.84 Million	$95,191.36
3289	Cosmic FOMO	COSMIC	0.45	0.001	-0.019	-0.008	0.019	$1,394.00	143625	620 Thousand	$64,684.69
3437	WOWswap	WOW	0.06	0.001	-0.064	-0.096	0.308	$713.00	656666	1 Million	$36,287.12
3447	ShopNEXT Reward Token	STE	0.07	0.001	0.031	-0.038	-0.145	$221.00	497895	554 Thousand	$34,695.78
3518	Spaceswap SHAKE	SHAKE	32.72	0.001	-0.075	-0.524	-0.466	$1,082.00	759	. M	$24,821.76
3816	CoinPoker	CHP	0.08	0.001	0	-0.018	0.021	$254.00	0	278 Million	 -
3825	Decentralized Universal Basic Income	DUBI	1.59	0.001	-0.093	0.012	0.332	$160.00	0	1.19 Million	 -
3836	Rotharium	RTH	0.44	0.001	0.563	-0.029	-0.463	$73.11	0	5.21 Million	 -
3890	PERL.eco	PERL	0.02	0.001	-0.048	-0.112	-0.027	$1,816,665.00	0	1.02 Billion	 -
3976	Bitcoin Faith	BTF	7.3	0.001	-0.086	-0.078	1.468	$26,811.00	0	-	 -
4027	Global Smart Asset	GSA	2.79	0.001	-0.013	-0.029	0.393	$44,187.00	0	9 Million	 -
4083	Ndau	NDAU	6.61	0.001	0.349	-0.249	-0.268	$2,237.00	0	30 Million	 -
4116	Xenios	XNC	0.15	0.001	-0.005	0.205	0.127	$399,808.00	0	110 Million	 -
4	BNB	BNB	231.63	-0.001	-0.126	-0.08	0.054	$3,715,265,116.00	153856150	154 Million	$35,716,332,862.00
18	Dai	DAI	1	-0.001	-0.004	-0.001	-0.004	$315,871,456.00	5308318100	5.31 Billion	$5,284,281,250.00
19	Litecoin	LTC	67.37	-0.001	-0.038	-0.064	0.019	$447,880,362.00	73901846	84 Million	$4,981,779,441.00
23	LEO Token	LEO	3.98	-0.001	0.011	-0.011	0.028	$1,301,722.00	928455568	985 Million	$3,691,760,459.00
43	Mantle	MNT	0.46	-0.001	-0.029	0.003	0.213	$16,337,730.00	3105990005	6.22 Billion	$1,434,927,462.00
65	Bitget Token	BGB	0.54	-0.001	-0.005	0.022	0.262	$18,555,030.00	1400001000	2 Billion	$751,366,014.00
109	PAX Gold	PAXG	1,976.30	-0.001	-0.003	0.016	0.007	$13,032,976.00	232987	233 Thousand	$460,404,147.00
171	ICON	ICX	0.24	-0.001	-0.079	-0.137	0.234	$5,642,526.00	972705137	986 Million	$232,582,348.00
192	Ravencoin	RVN	0.02	-0.001	-0.041	-0.097	0.124	$11,581,067.00	11907968089	11.9 Billion	$198,107,637.00
200	Olympus	OHM	11.4	-0.001	-0.001	0.004	-0.024	$183,117.00	16365246	26.8 Million	$186,476,204.00
225	cDAI	CDAI	0.02	-0.001	-0.004	-0.001	0	$4,959.00	6938854230	6.94 Billion	$155,891,640.00
229	BENQI Liquid Staked AVAX	SAVAX	22.23	-0.001	-0.065	0.029	1.013	$736,484.00	6733260	6.73 Million	$150,858,008.00
258	Gains Network	GNS	3.67	-0.001	-0.025	-0.105	0.021	$7,403,194.00	33758852	33.8 Million	$123,772,209.00
294	NuCypher	NU	0.07	-0.001	-0.037	-0.085	0.096	$2,081.00	0	3.89 Billion	$124,609,282.00
334	Agoric	BLD	0.13	-0.001	-0.031	-0.105	0.392	$252,239.00	649159296	1.06 Billion	$87,192,654.00
359	Stader ETHx	ETHX	2,046.01	-0.001	0.019	0.007	0.21	$49,621.00	37719	37.7 Thousand	$77,159,639.00
392	Syscoin	SYS	0.09	-0.001	-0.052	-0.055	0.128	$2,138,273.00	721496588	741 Million	$67,857,593.00
397	SPACE ID	ID	0.23	-0.001	-0.052	-0.206	0.292	$17,569,006.00	286000000	2 Billion	$66,689,039.00
418	SOMESING Exchange	SSX	0.02	-0.001	-0.001	-0.03	0.245	$5,440,913.00	2872693295	5 Billion	$60,445,909.00
425	UwU Lend	UWU	10.59	-0.001	0.016	-0.069	-0.162	$2,719.00	5590323	16 Million	$59,171,829.00
461	Bazaars	BZR	4.52	-0.001	-0.01	-0.026	-0.037	$1,560,464.00	11672344	556 Million	$52,800,716.00
514	Redacted	BTRFLY	180.41	-0.001	0.109	0.061	0.669	$210,967.00	238911	239 Thousand	$43,099,766.00
546	peg-eUSD	PEUSD	0.96	-0.001	-0.005	-0.005	0.016	$34,585.00	40646802	40.6 Million	$38,906,098.00
553	DFI.money	YFII	966.18	-0.001	-0.022	-0.01	0.887	$9,061,413.00	39732	40 Thousand	$38,371,658.00
607	Ethernity Chain	ERN	1.6	-0.001	-0.043	-0.067	0.081	$2,166,353.00	19633262	30 Million	$31,476,141.00
672	Adshares	ADS	0.64	-0.001	-0.03	-0.126	0.336	$63,276.00	38751952	38.8 Million	$24,878,213.00
674	ViciCoin	VCNT	9.44	-0.001	-0.017	-0.007	0.138	$209,162.00	2612665	10 Million	$24,583,315.00
677	Paris Saint-Germain Fan Token	PSG	2.99	-0.001	-0.05	-0.038	0.051	$1,743,055.00	8174271	19.9 Million	$24,435,032.00
697	Poollotto.finance	PLT	1.55	-0.001	-0.1	0.059	-0.098	$1,658.00	14969975	19.3 Million	$23,157,465.00
718	Harvest Finance	FARM	32.26	-0.001	-0.036	0.027	0.35	$1,795,028.00	669978	705 Thousand	$21,613,574.00
791	FUSION	FSN	0.23	-0.001	-0.037	0.053	0.237	$196,641.00	75722763	76.3 Million	$17,579,928.00
792	Index Coop - ETH 2x Flexible Leverage Index	ETH2X-FLI	13.35	-0.001	0.038	0.01	0.407	$119,092.00	1315242	1.32 Million	$17,550,131.00
795	Railgun	RAIL	0.3	-0.001	-0.068	-0.089	0.163	$469,695.00	57500000	57.5 Million	$17,285,033.00
827	Overnight.fi USD+	USD+	1	-0.001	0.003	0.003	0.003	$1,886,833.00	16108258	16.1 Million	$16,119,483.00
837	Stake DAO	SDT	0.29	-0.001	0.03	0.053	0.027	$33,512.00	53365965	63 Million	$15,661,527.00
842	Hydra	HYDRA	0.72	-0.001	-0.015	-0.134	0.432	$100,606.00	21220305	∞	$15,367,838.00
847	Crypto Carbon Energy	CYCE	0.75	-0.001	0.001	0.009	0.039	$1,346,959.00	20276652	42 Million	$15,220,778.00
855	Origin Dollar	OUSD	1	-0.001	-0.002	0.001	-0.001	$1,351,326.00	15117031	15.1 Million	$15,086,189.00
881	Juventus Fan Token	JUV	2.38	-0.001	-0.063	-0.021	0.229	$3,730,822.00	5979107	20 Million	$14,249,505.00
921	Alkimi	$ADS	0.1	-0.001	0.068	0.137	0.489	$564,271.00	135848407	250 Million	$12,985,580.00
923	Datamall Coin	DMC	0.03	-0.001	-0.049	-0.06	0.194	$181,200.00	382957904	497 Million	$12,908,891.00
941	Viberate	VIB	0.07	-0.001	-0.052	-0.087	0.146	$4,960,138.00	182563874	200 Million	$12,381,400.00
997	Swarm Markets	SMT	0.18	-0.001	0.148	0.27	1.427	$190,773.00	60914132	245 Million	$10,751,558.00
1033	Newscrypto Coin	NWC	0.06	-0.001	-0.024	-0.183	0.068	$71,681.00	168745910	270 Million	$9,774,707.00
1039	Inter Milan Fan Token	INTER	2.01	-0.001	-0.035	0.007	0.088	$392,613.00	4805116	20 Million	$9,658,936.00
1111	XELS	XELS	0.61	-0.001	-0.035	-0.067	-0.167	$131,677.00	13305200	21 Million	$8,109,433.00
1150	MarsDAO	MDAO	0.1	-0.001	0.014	-0.011	0.033	$76,227.00	74373353	96 Million	$7,466,152.00
1201	ApeSwap	BANANA	0.02	-0.001	-0.053	-0.023	0.451	$411,415.00	269508815	318 Million	$6,545,290.00
1246	Wrapped Ampleforth	WAMPL	6.96	-0.001	-0.011	0.109	1.15	$65,694.00	845333	845 Thousand	$5,872,102.00
1288	GoGoPool	GGP	2.73	-0.001	-0.017	-0.149	0.799	$45,960.00	1900073	∞	$5,181,456.00
1292	Edge	EDGE	0.11	-0.001	0.017	0.404	0.894	$70.30	45327970	59.7 Million	$5,122,403.00
1301	CVI	GOVI	0.33	-0.001	0.062	0.628	1.477	$139,169.00	15439655	32 Million	$5,062,366.00
1322	DerivaDAO	DDX	0.09	-0.001	-0.005	-0.146	-0.028	$193.00	53228696	53.2 Million	$4,846,532.00
1337	Timeless	LIT	0.02	-0.001	0.004	0.02	0.185	$2,777.00	200605574	594 Million	$4,679,897.00
1340	Toucan Protocol: Base Carbon Tonne	BCT	0.25	-0.001	0.009	-0.107	-0.028	$28.86	18544033	18.5 Million	$4,636,518.00
1365	Chain Games	CHAIN	0.02	-0.001	-0.005	-0.069	1.215	$61,182.00	283442096	493 Million	$4,350,293.00
1458	Chain Guardians	CGG	0.04	-0.001	-0.173	-0.167	1.317	$102,946.00	85999877	120 Million	$3,538,572.00
1485	XAYA	WCHI	0.06	-0.001	0.008	-0.055	-0.021	$12,083.00	57605493	77.3 Million	$3,354,997.00
1527	OTOCASH	OTO	0.08	-0.001	0	-0.001	-0.001	$67.57	38307254	38.3 Million	$3,059,534.00
1549	Oxbull Tech	OXB	0.45	-0.001	-0.099	-0.045	0.562	$17,636.00	6548469	9.76 Million	$2,927,333.00
1582	Beethoven X	BEETS	0.02	-0.001	-0.078	0.181	0.742	$11,354.00	170873567	213 Million	$2,787,103.00
1593	CSP DAO Network	NEBO	2.45	-0.001	-0.027	-0.191	1.759	$4,979.00	1118866	2.25 Million	$2,740,229.00
1604	Wonderland TIME	TIME	2.97	-0.001	0.067	1.292	-0.784	$5,098.00	900255	52 Million	$2,676,295.00
1606	FutureCoin	FUTURE	0.07	-0.001	-0.001	-0.053	0.199	$310.00	38463465	120 Million	$2,665,977.00
1616	Youves YOU Governance	YOU	0.75	-0.001	-0.023	0.019	0.146	$5,252.00	3540576	3.54 Million	$2,637,769.00
1641	Voice	VOICE	73.08	-0.001	0.044	0.038	0.287	$1,640.00	35134	44.6 Thousand	$2,565,694.00
1664	Desmos	DSM	0.03	-0.001	0.001	0.236	2.887	$6,952.00	79863524	162 Million	$2,447,218.00
1710	Theopetra	THEO	0.1	-0.001	0.028	0.09	0.099	$1,124.00	22103453	64.6 Million	$2,239,725.00
1735	Friends With Benefits Pro	FWB	3.56	-0.001	0.02	0.006	0.293	$1,745.00	597464	1 Million	$2,124,657.00
1742	Spectra	APW	0.22	-0.001	-0.008	-0.081	0.015	$6,758.00	9635524	50 Million	$2,097,526.00
1759	Fable Of The Dragon	TYRANT	0.2	-0.001	-0.087	0.089	3.044	$12,359.00	10000000	10 Million	$2,002,055.00
1801	MODA DAO	MODA	0.37	-0.001	0.007	-0.009	0.445	$43,532.00	4858833	4.86 Million	$1,800,204.00
1872	Exorde	EXD	0.04	-0.001	-0.011	0.028	0.211	$61,521.00	37645212	189 Million	$1,581,450.00
1888	NAOS Finance	NAOS	0.02	-0.001	-0.074	-0.052	0.528	$69,068.00	83256401	218 Million	$1,530,195.00
1894	Mover	MOVE	0.18	-0.001	0.254	0.241	0.261	$15,189.00	8493381	9.97 Million	$1,501,805.00
1916	Solidly	SOLID	0.19	-0.001	0.017	-0.22	-0.43	$3,698.00	7237856	81.6 Million	$1,410,042.00
1949	Elk Finance	ELK	0.1	-0.001	-0.022	-0.031	0.276	$28,345.00	12760206	42.4 Million	$1,316,187.00
1970	Digix Gold	DGX	49.56	-0.001	-0.022	0.009	0.02	$38.45	25792	15.4 Thousand	$1,278,004.00
2028	Concentrator	CTR	0.68	-0.001	0.004	-0.057	0.745	$8,560.00	1670961	5 Million	$1,136,713.00
2049	Drops Ownership Power	DOP	0.09	-0.001	-0.019	0.042	0.539	$32,709.00	12731652	15 Million	$1,088,817.00
2074	Gold	GOLD	0.06	-0.001	0.032	0.043	-0.596	$5,088.00	16594987	21 Million	$1,047,701.00
2091	cocktailbar.finance	COC	20.15	-0.001	0.065	1.36	1.249	$11,286.00	50000	50 Thousand	$1,006,794.00
2101	IDLE	IDLE	0.18	-0.001	-0.006	-0.019	-0.03	$1,090.00	5441645	13 Million	$987,952.00
2102	Triall	TRL	0.02	-0.001	-0.11	-0.197	0.06	$6,229.00	43703879	172 Million	$986,869.00
2113	Cope	COPE	0.05	-0.001	-0.003	0.2	0.225	$718.00	19360000	50 Million	$963,770.00
2129	Stronger	STRNGR	1.68	-0.001	0.001	-0.044	0.226	$4,317.00	551712	10 Million	$926,844.00
2142	B-cube.ai	BCUBE	0.05	-0.001	-0.063	-0.133	-0.146	$4,830.00	20177510	49.7 Million	$913,418.00
2169	Archi Token	ARCHI	0.32	-0.001	0.034	-0.263	-0.013	$9,665.00	2698020	10 Million	$860,836.00
2196	Generaitiv	GAI	0.11	-0.001	-0.033	0.141	-0.142	$5,229.00	7520963	10 Million	$823,113.00
2243	A51 Finance	A51	0.65	-0.001	0.005	-0.029	-0.033	$68.71	1190326	4.39 Million	$772,461.00
2259	Coldstack	CLS	0.04	-0.001	0.021	0.009	0.044	$86,974.00	18076011	49.8 Million	$741,093.00
2306	Ethereans	OS	0.83	-0.001	0.032	0.248	0.727	$566.00	821523	1 Million	$678,222.00
2352	Pickle Finance	PICKLE	0.45	-0.001	-0.025	-0.055	-0.504	$27,556.00	1359228	3.24 Million	$618,744.00
2402	AurusX	AX	0.33	-0.001	-0.024	0.56	0.255	$117,981.00	1685005	30 Million	$557,056.00
2410	BRN Metaverse	BRN	0.05	-0.001	-0.066	-0.09	0.108	$269,954.00	10394656	254 Million	$554,021.00
2435	pTokens BTC [OLD]	PBTC	37,692.01	-0.001	-0.034	0.018	0.199	$807.00	14	. M	$524,503.00
2471	NUSA	NUSA	6.14	-0.001	-0.049	-0.046	0.062	$351.00	79091	106 Thousand	$485,504.00
2476	B20	B20	0.1	-0.001	-0.003	-0.127	-0.248	$261.00	4974379	10 Million	$480,044.00
2489	Shezmu	SHEZMU	5.69	-0.001	-0.085	-0.217	-0.48	$19,974.00	82912	403 Thousand	$471,075.00
2510	Dark Magic	DMAGIC	0.11	-0.001	-0.005	-0.124	0.225	$4.53	4000000	4 Million	$451,020.00
2552	Waves Ducks	EGG	5.13	-0.001	-0.043	-0.171	-0.244	$863.00	79549	989 Thousand	$408,564.00
2583	AIPad	AIPAD	0.1	-0.001	0.031	-0.016	-0.081	$183,437.00	3800000	200 Million	$381,110.00
2597	Geyser	GYSR	0.04	-0.001	-0.059	-0.085	0.271	$3,374.00	9102977	10 Million	$368,612.00
2604	Nation3	NATION	74.53	-0.001	0.011	0.135	0.351	$715.00	4890	42.1 Thousand	$364,175.00
2657	Alcatraz	ALCZ	0.17	-0.001	-0.087	-0.227	0.21	$3,619.00	1824027	1.82 Million	$316,719.00
2796	0xMonero	0XMR	0.13	-0.001	-0.173	0.488	-0.292	$781.00	1865250	1.87 Million	$233,785.00
2830	Kassandra	KACY	0.08	-0.001	-0.059	0.215	0.557	$456.00	2711324	9.6 Million	$218,036.00
2844	Poseidon	PSDN	0.87	-0.001	0.063	0.135	0.389	$1,525.00	243144	1 Million	$211,162.00
2932	Sheesha Finance (BEP20)	SHEESHA	3.5	-0.001	-0.1	-0.104	0.034	$2,053.00	50207	100 Thousand	$175,485.00
3033	NFT Stars	NFTS	0.1	-0.001	-0.096	-0.117	0.271	$31.48	1374249	20 Million	$134,388.00
3090	BoltBot	BOLT	0.12	-0.001	-0.02	-0.178	-0.509	$1,629.00	1000000	1 Million	$117,217.00
3167	Lien	LIEN	0.27	-0.001	-0.005	-0.053	-0.047	$39,559.00	354874	1 Million	$96,119.32
3256	Brick	BRICK	0.25	-0.001	-0.093	-0.079	-0.036	$141.00	296544	1 Million	$72,668.71
3258	GamyFi	GFX	0.02	-0.001	-0.019	0.069	0.236	$588.00	3200000	10 Million	$72,129.02
3387	Robust	RBT	1.19	-0.001	-0.118	-0.065	-0.061	$31.80	36408	90.8 Thousand	$43,143.78
3395	StaySAFU	SAFU	2.48	-0.001	-0.018	-0.093	0.049	$22.12	16665	19.2 Thousand	$41,365.86
3779	Whitecoin	XWC	0.06	-0.001	-0.004	0.425	0.42	$66,873.00	0	899 Million	 -
3830	Marscoin	MARS	0.07	-0.001	0.028	0.077	0.278	$19,800.00	0	-	 -
3835	Gaming Stars	GAMES	0.05	-0.001	-0.082	-0.095	0.23	$74,968.00	0	102 Million	 -
3946	MAX	MAX	0.21	-0.001	-0.001	0.018	0.032	$66,074.00	0	500 Million	 -
3977	BMCHAIN	BMT	4.48	-0.001	0.001	-0.001	0.002	$203,716.00	0	91.9 Million	 -
4021	REDANCOIN	REDAN	0.03	-0.001	0	-0.001	-0.001	$15,273.00	0	5 Billion	 -
4120	CHEX Token	CHEX	0.02	-0.001	0.043	0.345	1.058	$39,369.00	0	14.5 Million	 -
4138	The Tokenized Bitcoin	IMBTC	37,041.56	-0.001	-0.001	0.018	0.251	$999.00	0	. M	 -
48	Injective	INJ	15.63	0.007	0.007	-0.056	0.512	$101,870,789.00	84255556	100 Million	$1,316,138,826.00
67	NEO	NEO	10.45	0	-0.041	-0.111	0.394	$71,702,628.00	70530000	100 Million	$737,334,727.00
84	Tokenize Xchange	TKX	7.26	0.002	-0.003	0.075	0.332	$11,118,952.00	79996000	100 Million	$581,063,456.00
155	Mask Network	MASK	3.28	0	-0.048	-0.054	0.213	$116,522,963.00	82112500	100 Million	$269,076,649.00
179	Ethereum Name Service	ENS	8.17	0.007	-0.031	-0.068	0.118	$29,030,115.00	25783233	100 Million	$210,737,580.00
189	Waves	WAVES	2.03	0.003	-0.031	-0.153	0.289	$54,488,248.00	100000000	100 Million	$202,570,656.00
242	Viction	VIC	1.43	-0.004	0.019	0.127	-0.026	$354,279.00	97333840	100 Million	$138,331,233.00
254	Liquity	LQTY	1.34	0.006	-0.023	-0.082	-0.116	$27,507,188.00	94398007	100 Million	$126,547,229.00
273	Seedify.fund	SFUND	1.93	-0.004	0.061	0.286	2.071	$9,450,341.00	58248607	100 Million	$112,402,660.00
299	LUKSO [OLD]	LYXE	6.41	-0.002	0.007	-0.028	0.235	$451,781.00	15575916	100 Million	$99,791,237.00
312	Orca	ORCA	2.23	-0.001	0.05	-0.058	1.354	$626,672.00	43116815	100 Million	$96,213,197.00
364	My Neighbor Alice	ALICE	0.93	0.016	-0.04	-0.114	0.213	$27,302,622.00	81578571	100 Million	$75,605,917.00
373	Cobak	CBK	0.91	0.008	-0.054	-0.02	0.342	$9,034,541.00	79696169	100 Million	$72,249,093.00
378	Radworks	RAD	1.42	0.005	-0.081	-0.079	0.098	$10,158,796.00	49829111	100 Million	$70,899,920.00
400	CyberConnect	CYBER	6.01	0.009	-0.021	-0.219	0.381	$30,470,713.00	11038000	100 Million	$66,338,906.00
416	Gitcoin	GTC	1	0.003	-0.035	-0.091	0.149	$13,679,561.00	60863372	100 Million	$61,024,348.00
458	SingularityDAO	SDAO	0.61	-0.008	0.033	-0.026	0.478	$1,147,952.00	86303604	100 Million	$53,075,306.00
459	AirTor Protocol	ATOR	0.73	0.051	0.182	-0.639	-0.377	$16,339,635.00	73271612	100 Million	$52,987,478.00
471	Aurory	AURY	1.12	0.046	0.07	0.384	1.857	$1,565,596.00	45967818	100 Million	$50,832,825.00
520	Litentry	LIT	0.89	0.014	0.012	0.099	0.371	$10,771,294.00	46975262	100 Million	$41,935,835.00
538	COMBO	COMBO	0.56	0.002	-0.065	-0.181	0.028	$3,656,446.00	71051748	100 Million	$39,805,634.00
545	Multichain	MULTI	2.02	0.001	-0.054	-0.086	-0.046	$2,979,982.00	19363293	100 Million	$39,113,829.00
567	Polkastarter	POLS	0.36	0.008	0.002	0.014	0.263	$1,951,303.00	99351432	100 Million	$36,064,111.00
575	Xido Finance	XIDO	1.24	0	-0.045	-0.028	-0.198	$18,829.00	28314464	100 Million	$35,060,569.00
588	Solend	SLND	0.91	0.015	-0.015	-0.019	0.835	$80,964.00	37120572	100 Million	$33,688,603.00
589	Bella Protocol	BEL	0.57	0.008	-0.072	-0.125	0.025	$4,632,100.00	59500000	100 Million	$33,687,291.00
657	TOKPIE	TKP	0.33	0	-0.004	0.089	0.33	$32,903.00	79293847	100 Million	$26,115,970.00
664	Instadapp	INST	1.41	-0.003	0.009	-0.007	0.165	$120,604.00	17946350	100 Million	$25,376,265.00
668	Frax Price Index Share	FPIS	1.05	0.001	-0.065	0.096	-0.064	$298,917.00	23941144	100 Million	$25,102,225.00
688	MOON (Ordinals)	MOON	0.24	0	0.001	0	-0.008	$13,735.00	100000000	100 Million	$23,707,874.00
691	Revest Finance	RVST	0.29	-0.114	0.417	0.336	2.318	$1,089,192.00	80403241	100 Million	$23,556,665.00
706	Optimus AI	OPTI	0.22	-0.006	0.126	0.19	1.314	$450,026.00	100000000	100 Million	$22,385,276.00
710	GXChain	GXC	0.29	-0.001	-0.051	-0.053	0.001	$1,230.00	75000000	100 Million	$22,057,614.00
733	Orion	ORN	0.61	-0.004	-0.037	-0.149	0.204	$2,087,225.00	34433074	100 Million	$20,981,439.00
740	Domani Protocol	DEXTF	0.32	-0.025	-0.023	0.477	0.375	$172,452.00	64807235	100 Million	$20,471,120.00
746	Stratos	STOS	0.74	0.007	-0.051	0.199	0.525	$471,327.00	27012647	100 Million	$19,917,594.00
784	Propy	PRO	0.31	-0.005	-0.046	0.032	0.262	$558,606.00	57896591	100 Million	$18,042,617.00
788	Premia	PREMIA	0.51	0.007	0.126	0.13	0.113	$98,526.00	34477241	100 Million	$17,672,070.00
810	Netvrk	NTVRK	0.27	0.023	0.019	-0.039	2.907	$202,666.00	62781144	100 Million	$16,765,492.00
812	UniLend Finance	UFT	0.27	0	-0.041	-0.105	0.105	$2,299,122.00	62330000	100 Million	$16,717,569.00
853	Strips Finance	STRP	0.5	-0.011	-0.112	-0.125	0.633	$38,646.00	30282607	100 Million	$15,103,492.00
864	Avalaunch	XAVA	0.43	-0.004	-0.03	-0.009	1.427	$443,926.00	34383322	100 Million	$14,770,090.00
872	Ethix	ETHIX	0.21	0.011	-0.001	-0.01	-0.034	$985.00	70480465	100 Million	$14,581,555.00
905	Solanium	SLIM	0.14	0.001	0.017	-0.218	2.38	$1,072,176.00	97500000	100 Million	$13,519,618.00
917	Tokemak	TOKE	0.62	-0.007	0.199	0.437	0.693	$716,893.00	21368286	100 Million	$13,239,446.00
920	Gamma Strategies	GAMMA	0.21	0.001	-0.005	0.364	1.07	$198,997.00	62166673	100 Million	$13,209,720.00
922	Push Protocol	PUSH	0.22	0	-0.014	-0.017	0.271	$304,714.00	58601647	100 Million	$12,961,402.00
933	Drep	DREP	0.26	0.001	-0.03	-0.084	0.021	$1,243,588.00	48737500	100 Million	$12,685,833.00
940	Bitrock	BROCK	0.12	0.003	-0.067	-0.328	0.679	$515,074.00	100000000	100 Million	$12,412,552.00
957	TrustSwap	SWAP	0.12	0.001	-0.042	-0.023	0.298	$626,669.00	99995164	100 Million	$11,740,221.00
979	Vesta Finance	VSTA	0.5	0.006	0.025	-0.007	0.041	$19,763.00	22407705	100 Million	$11,196,235.00
985	Asymetrix	ASX	2.17	0.001	0.257	1.057	7.972	$78,052.00	5112959	100 Million	$11,080,731.00
987	ONINO	ONI	0.33	-0.015	0.056	1.831	2.047	$410,098.00	33133144	100 Million	$11,023,343.00
995	Dexalot	ALOT	0.45	-0.003	-0.043	-0.113	0.55	$10,760.00	24271557	100 Million	$10,844,921.00
999	Genopets	GENE	0.33	0.008	0.009	-0.122	1.296	$62,625.00	32181006	100 Million	$10,699,886.00
1001	Scallop	SCLP	0.16	-0.005	-0.039	-0.029	0.231	$1,209,811.00	64883044	100 Million	$10,670,546.00
